round,steps,steps_this_call,eps,tb_loss,behaviour_return,behaviour_success
1,2400,2400,0.5,4742.328747940063,0.0,0.0
2,4800,4800,0.4928,1611.9018383026123,37.625,0.5
3,7200,7200,0.4856,21.88375587463379,13.125,0.25
4,9600,9600,0.4784,11.180061465501785,23.5,0.5
5,12000,12000,0.4712,12.910576730966568,8.375,0.125
6,14400,14400,0.46399999999999997,8.30472195148468,21.5,0.5
7,16800,16800,0.4568,11.530430960655213,2.875,0.375
8,19200,19200,0.4496,13.615444302558899,6.25,0.25
9,21600,21600,0.4424,14.747659707069397,18.25,0.375
10,24000,24000,0.43520000000000003,13.151797473430634,12.625,0.25
11,26400,26400,0.428,23.60949652194977,18.625,0.375
12,28800,28800,0.4208,21.227009844779968,32.75,0.625
13,31200,31200,0.41359999999999997,14.674741911888123,20.125,0.5
14,33600,33600,0.4064,12.003455066680909,14.875,0.375
15,36000,36000,0.3992,22.330791878700257,26.875,0.625
16,38400,38400,0.392,14.565661740303039,29.625,0.375
17,40800,40800,0.3848,10.944608938694,46.5,0.75
18,43200,43200,0.3776,10.088766086101533,54.75,0.625
19,45600,45600,0.3704,15.045773148536682,30.5,0.75
20,48000,48000,0.36319999999999997,11.39469861984253,28.75,0.625
21,50400,50400,0.356,7.973923635482788,29.125,0.5
22,52800,52800,0.3488,10.519564247131347,18.375,0.5
23,55200,55200,0.3416,23.13100380897522,25.375,0.375
24,57600,57600,0.33440000000000003,13.185777950286866,21.625,0.75
25,60000,60000,0.3272,9.002942752838134,10.25,0.5
26,62400,62400,0.31999999999999995,12.374681949615479,32.875,0.75
27,64800,64800,0.31279999999999997,9.420885384082794,38.5,0.625
28,67200,67200,0.3056,16.641391849517824,35.75,0.625
29,69600,69600,0.2984,26.58061628341675,5.875,0.375
30,72000,72000,0.2912,11.138644468784332,7.875,0.375
31,74400,74400,0.28400000000000003,23.61583721637726,21.375,0.25
32,76800,76800,0.2768,17.561003255844117,24.5,0.75
33,79200,79200,0.26959999999999995,6.227587640285492,29.75,0.875
34,81600,81600,0.26239999999999997,7.933297133445739,21.25,0.5
35,84000,84000,0.2552,12.517645394802093,20.875,0.5
36,86400,86400,0.24799999999999994,13.586991262435912,30.375,0.875
37,88800,88800,0.24080000000000001,15.626075351238251,43.375,0.75
38,91200,91200,0.23360000000000003,13.271605813503266,20.125,0.5
39,93600,93600,0.2264,12.011962342262269,20.125,0.375
40,96000,96000,0.2192,14.256581211090088,20.75,0.5
41,98400,98400,0.21199999999999997,13.795538783073425,28.625,0.5
42,100800,100800,0.20479999999999998,14.929737186431884,46.0,0.625
43,103200,103200,0.1976,14.424358749389649,26.125,0.5
44,105600,105600,0.1904,14.65689949989319,39.0,1.0
45,108000,108000,0.18320000000000003,11.695408987998963,18.625,0.5
46,110400,110400,0.176,15.733930730819703,13.5,0.375
47,112800,112800,0.1688,11.077134132385254,15.75,0.375
48,115200,115200,0.16159999999999997,11.709200727939606,21.375,0.625
49,117600,117600,0.15439999999999998,12.75614881515503,24.0,0.625
50,120000,120000,0.1472,12.107370352745056,9.875,0.625
51,122400,122400,0.13999999999999996,15.483946752548217,44.875,0.625
52,124800,124800,0.13280000000000003,11.332059597969055,27.5,0.625
53,127200,127200,0.1256,10.712371408939362,24.25,0.625
54,129600,129600,0.1184,14.987766456604003,38.75,0.625
55,132000,132000,0.11120000000000002,11.147601997852325,55.25,0.875
56,134400,134400,0.10399999999999998,8.162830710411072,48.125,0.875
57,136800,136800,0.0968,17.561056661605836,20.625,0.375
58,139200,139200,0.08959999999999996,12.235032105445862,28.875,0.75
59,141600,141600,0.08239999999999997,12.637560248374939,39.125,0.625
60,144000,144000,0.07519999999999999,13.590457820892334,27.75,0.5
61,146400,146400,0.068,23.82712733745575,16.0,0.25
62,148800,148800,0.06080000000000002,12.969745016098022,24.625,0.5
63,151200,151200,0.05359999999999998,10.999923944473267,27.125,0.75
64,153600,153600,0.04999999999999999,13.377200651168824,8.375,0.375
65,156000,156000,0.04999999999999999,10.225817656517028,47.75,0.75
66,158400,158400,0.04999999999999999,12.181205320358277,14.375,0.75
67,160800,160800,0.04999999999999999,19.934549951553343,35.125,0.5
68,163200,163200,0.04999999999999999,12.222303891181946,41.0,1.0
69,165600,165600,0.04999999999999999,12.110464107990264,41.625,0.625
70,168000,168000,0.04999999999999999,12.381529784202575,17.25,0.625
71,170400,170400,0.04999999999999999,13.331823062896728,31.25,0.625
72,172800,172800,0.04999999999999999,10.523939681053161,42.375,0.75
73,175200,175200,0.04999999999999999,16.85222997665405,41.0,0.75
74,177600,177600,0.04999999999999999,9.912992560863495,27.75,0.75
75,180000,180000,0.04999999999999999,11.878899264335633,25.875,0.5
76,182400,182400,0.04999999999999999,7.4273240745067595,51.625,0.875
77,184800,184800,0.04999999999999999,9.98027582168579,20.625,0.75
78,187200,187200,0.04999999999999999,15.357117080688477,27.875,0.375
79,189600,189600,0.04999999999999999,11.348096168041229,42.25,0.75
80,192000,192000,0.04999999999999999,13.110017800331116,24.5,0.75
81,194400,194400,0.04999999999999999,16.22939145565033,23.25,0.5
82,196800,196800,0.04999999999999999,10.143080067634582,25.25,0.75
83,199200,199200,0.04999999999999999,9.26466269493103,39.375,0.75
84,201600,201600,0.04999999999999999,12.087621450424194,29.125,0.5
85,204000,204000,0.04999999999999999,15.224298679828644,35.5,0.625
86,206400,206400,0.04999999999999999,8.959701538085938,35.375,0.75
87,208800,208800,0.04999999999999999,13.521845078468322,40.5,0.625
88,211200,211200,0.04999999999999999,10.049051606655121,45.25,0.875
89,213600,213600,0.04999999999999999,12.809266066551208,9.125,0.625
90,216000,216000,0.04999999999999999,12.719014596939086,44.75,0.75
91,218400,218400,0.04999999999999999,8.702189922332764,22.5,0.625
92,220800,220800,0.04999999999999999,13.369759941101075,21.0,0.5
93,223200,223200,0.04999999999999999,15.53520290851593,21.0,0.625
94,225600,225600,0.04999999999999999,15.396993899345398,31.625,0.625
95,228000,228000,0.04999999999999999,18.415795016288758,58.875,0.875
96,230400,230400,0.04999999999999999,20.457945156097413,12.0,0.25
97,232800,232800,0.04999999999999999,12.572608542442321,19.25,0.375
98,235200,235200,0.04999999999999999,14.71154499053955,50.75,0.625
