round,steps,steps_this_call,eps,tb_loss,behaviour_return,behaviour_success
1,2400,2400,0.5,4277.751151752472,1.875,0.125
2,4800,4800,0.4928,120.82673285007476,16.875,0.375
3,7200,7200,0.4856,109.34986953735351,0.125,0.125
4,9600,9600,0.4784,18.22188229560852,15.375,0.375
5,12000,12000,0.4712,7.859600460529327,47.25,0.375
6,14400,14400,0.46399999999999997,17.163623905181886,23.875,0.5
7,16800,16800,0.4568,10.261745131015777,24.875,0.5
8,19200,19200,0.4496,14.089039540290832,14.625,0.375
9,21600,21600,0.4424,20.603156208992004,9.25,0.375
10,24000,24000,0.43520000000000003,15.36386697292328,21.75,0.375
11,26400,26400,0.428,11.625400054454804,3.0,0.25
12,28800,28800,0.4208,17.978449845314024,11.75,0.375
13,31200,31200,0.41359999999999997,19.84068629741669,23.625,0.375
14,33600,33600,0.4064,16.586839294433595,4.875,0.25
15,36000,36000,0.3992,20.41085926294327,25.5,0.625
16,38400,38400,0.392,6.770947551727295,37.25,0.75
17,40800,40800,0.3848,14.9439266204834,12.75,0.75
18,43200,43200,0.3776,14.05240273475647,14.875,0.5
19,45600,45600,0.3704,9.722636568546296,27.25,0.5
20,48000,48000,0.36319999999999997,14.64325726032257,16.0,0.625
21,50400,50400,0.356,14.691021513938903,24.5,0.5
22,52800,52800,0.3488,13.709909152984618,9.375,0.375
23,55200,55200,0.3416,15.401868796348571,25.75,0.5
24,57600,57600,0.33440000000000003,12.388084864616394,12.375,0.5
25,60000,60000,0.3272,16.874071502685545,16.125,0.375
26,62400,62400,0.31999999999999995,10.470183992385865,30.5,0.75
27,64800,64800,0.31279999999999997,16.824941945075988,15.625,0.5
28,67200,67200,0.3056,12.23370394706726,16.5,0.5
29,69600,69600,0.2984,9.78600902557373,15.375,0.25
30,72000,72000,0.2912,39.16061577796936,39.75,0.5
31,74400,74400,0.28400000000000003,28.75487413406372,21.75,0.5
32,76800,76800,0.2768,10.889973402023315,39.75,0.75
33,79200,79200,0.26959999999999995,12.879723834991456,25.625,0.625
34,81600,81600,0.26239999999999997,13.78070763349533,23.625,0.375
