round,steps,steps_this_call,eps,tb_loss,behaviour_return,behaviour_success
1,2400,2400,0.5,4632.572143363953,6.25,0.375
2,4800,4800,0.4928,204.34981842041014,6.125,0.125
3,7200,7200,0.4856,17.759908032417297,16.25,0.375
4,9600,9600,0.4784,7.3855626583099365,23.125,0.625
5,12000,12000,0.4712,10.814120846986771,39.125,0.5
6,14400,14400,0.46399999999999997,12.699213647842408,11.25,0.25
7,16800,16800,0.4568,14.82700275182724,19.875,0.5
8,19200,19200,0.4496,10.075245535373687,11.0,0.375
9,21600,21600,0.4424,7.586931216716766,29.625,0.625
10,24000,24000,0.43520000000000003,11.723599553108215,12.75,0.25
11,26400,26400,0.428,9.726113319396973,22.25,0.375
12,28800,28800,0.4208,15.315202879905701,16.0,0.375
13,31200,31200,0.41359999999999997,11.517898976802826,30.0,0.75
14,33600,33600,0.4064,27.619288063049318,14.25,0.5
15,36000,36000,0.3992,10.189699602127074,28.0,0.5
16,38400,38400,0.392,19.833511066436767,14.25,0.5
17,40800,40800,0.3848,9.376653861999511,38.875,0.875
18,43200,43200,0.3776,11.883800625801086,34.125,0.625
19,45600,45600,0.3704,25.334708595275877,18.25,0.5
20,48000,48000,0.36319999999999997,18.910018134117127,25.25,0.5
21,50400,50400,0.356,18.884179019927977,34.5,0.75
22,52800,52800,0.3488,10.544196105003357,24.25,0.625
23,55200,55200,0.3416,36.62838087081909,26.125,0.25
24,57600,57600,0.33440000000000003,16.228956723213194,59.5,0.75
25,60000,60000,0.3272,12.704165363311768,22.125,0.5
26,62400,62400,0.31999999999999995,18.906657671928407,17.25,0.375
27,64800,64800,0.31279999999999997,17.080668878555297,30.25,0.5
28,67200,67200,0.3056,12.107144331932068,11.875,0.25
29,69600,69600,0.2984,11.445351362228394,49.125,0.875
30,72000,72000,0.2912,10.97871572971344,32.375,0.875
31,74400,74400,0.28400000000000003,16.08981783390045,10.0,0.375
32,76800,76800,0.2768,12.678229117393494,53.625,1.0
33,79200,79200,0.26959999999999995,16.446986603736878,27.875,0.625
34,81600,81600,0.26239999999999997,19.96156919002533,36.875,0.25
35,84000,84000,0.2552,10.24623862504959,27.375,0.5
36,86400,86400,0.24799999999999994,24.661581659317015,21.375,0.375
37,88800,88800,0.24080000000000001,12.709757089614868,43.0,0.625
38,91200,91200,0.23360000000000003,17.625357472896575,40.625,0.625
39,93600,93600,0.2264,14.763581776618958,31.125,0.625
40,96000,96000,0.2192,14.104361748695373,30.5,0.625
