phase,steps_in_phase,total_steps,mean_reward,success_rate,mean_steps_to_goal,mean_path_efficiency,return_std,n_episodes
scratch,0,0,5.633333333333334,0.16666666666666666,32.6,0.7923725759420926,16.568527151018067,30
scratch,15000,15000,40.86666666666667,0.6,120.88888888888889,0.6182867034481739,60.22814861057469,30
scratch,30000,30000,51.266666666666666,0.7666666666666667,84.73913043478261,0.6606883391827667,60.49447585685327,30
scratch,45000,45000,47.3,0.6666666666666666,82.8,0.6769597381763696,66.02097367895477,30
scratch,60000,60000,41.2,0.8,80.5,0.6340900132700352,43.00473109498215,30
scratch,75000,75000,50.7,0.7666666666666667,74.56521739130434,0.6348009972600235,55.61824929977942,30
scratch,90000,90000,66.53333333333333,0.8,63.416666666666664,0.616611533676955,71.12239733233723,30
scratch,105000,105000,66.9,0.8333333333333334,62.76,0.6976256010046994,75.97111520063126,30
scratch,120000,120000,81.53333333333333,0.8333333333333334,62.16,0.7509826739514278,68.30900043354379,30
scratch,135000,135000,102.9,0.8333333333333334,66.28,0.786003242383994,73.31996482118163,30
scratch,150000,150000,134.33333333333334,0.8666666666666667,71.73076923076923,0.7959360888976545,90.92222266702812,30
scratch,165000,165000,152.86666666666667,0.8333333333333334,59.6,0.8135250056335499,105.33222755130332,30
scratch,180000,180000,142.83333333333334,0.8666666666666667,65.15384615384616,0.8225982969944668,102.24719314361214,30
scratch,195000,195000,158.63333333333333,0.8666666666666667,68.1923076923077,0.8280944632674196,107.01771794438054,30
scratch,210000,210000,159.86666666666667,0.8333333333333334,69.0,0.8421678281059516,102.26191300075857,30
scratch,225000,225000,176.26666666666668,0.9,77.18518518518519,0.863086119896026,87.32694545384517,30
scratch,240000,240000,187.9,0.9,75.07407407407408,0.8650267193617381,83.91224891064105,30
scratch,255000,255000,183.4,0.8666666666666667,73.0,0.8809827599333803,88.86782125816079,30
scratch,270000,270000,186.7,0.8333333333333334,75.88,0.8996472098711414,94.76182484669584,30
scratch,285000,285000,185.46666666666667,0.8333333333333334,73.04,0.9027305990608698,95.78594430518906,30
scratch,300000,300000,185.13333333333333,0.8,67.45833333333333,0.9130081809811178,99.0167987605215,30
scratch,300000,300000,184.96666666666667,0.8333333333333334,66.0,0.9093515203337971,90.45344900434483,30
