phase,steps_in_phase,total_steps,mean_reward,success_rate,mean_steps_to_goal,mean_path_efficiency,return_std,n_episodes
finetune,0,0,29.366666666666667,0.5333333333333333,82.25,0.6729233247045305,57.062266856921966,30
finetune,15000,15000,78.7,0.9,77.74074074074075,0.6823294324650152,67.56970857744896,30
finetune,30000,30000,87.76666666666667,0.9333333333333333,89.35714285714286,0.6793648956230612,55.30460062756727,30
finetune,45000,45000,93.73333333333333,0.8333333333333334,62.44,0.7300678856895476,88.90015062759565,30
finetune,60000,60000,90.8,0.7666666666666667,58.0,0.6802451366032528,90.62328238562553,30
finetune,75000,75000,93.23333333333333,0.8666666666666667,77.57692307692308,0.6577587731002337,81.56431071007218,30
finetune,90000,90000,117.73333333333333,0.8333333333333334,69.08,0.7486449685422314,99.27979734527835,30
finetune,105000,105000,139.13333333333333,0.8,58.458333333333336,0.7766919318413953,108.33941981133863,30
finetune,120000,120000,125.9,0.7666666666666667,60.47826086956522,0.7302354255327114,108.24727439429182,30
finetune,135000,135000,128.73333333333332,0.8,75.875,0.7459078128462823,112.70190566370157,30
finetune,150000,150000,131.56666666666666,0.7666666666666667,77.0,0.7230064474361633,110.31887428263808,30
finetune,165000,165000,191.93333333333334,0.9666666666666667,64.20689655172414,0.8165230168193657,77.97299856839626,30
finetune,180000,180000,218.03333333333333,0.9666666666666667,62.55172413793103,0.8317054105231558,60.66441514073811,30
finetune,195000,195000,221.56666666666666,0.9666666666666667,69.10344827586206,0.8512567124618798,58.883686244554404,30
finetune,210000,210000,208.7,0.9666666666666667,67.72413793103448,0.8408823662096044,60.322781194458216,30
finetune,225000,225000,208.53333333333333,0.9333333333333333,67.64285714285714,0.8337576311584661,68.8009288897465,30
finetune,240000,240000,195.1,0.9,68.0,0.8617522027944512,83.16927068459177,30
finetune,255000,255000,205.0,0.9,64.96296296296296,0.8693212630365786,81.16607070988935,30
finetune,270000,270000,208.36666666666667,0.9,62.333333333333336,0.8768787851927995,80.09799314431747,30
finetune,285000,285000,209.2,0.9,64.25925925925925,0.8793656660359822,78.1556360621284,30
finetune,300000,300000,205.03333333333333,0.9,68.62962962962963,0.8710982822304927,80.26356726364122,30
finetune,300000,300000,213.46666666666667,0.9,63.81481481481482,0.8972689659727521,78.82181272287222,30
