round,steps,steps_this_call,eps,tb_loss,behaviour_return,behaviour_success
1,2400,2400,0.5,5377.832814025879,4.625,0.25
2,4800,4800,0.4928,218.5695912361145,8.75,0.25
3,7200,7200,0.4856,55.83483214378357,9.25,0.125
4,9600,9600,0.4784,14.86207765340805,4.25,0.25
5,12000,12000,0.4712,11.977787744998931,6.5,0.25
6,14400,14400,0.46399999999999997,19.298079776763917,6.5,0.375
7,16800,16800,0.4568,18.49531810283661,16.0,0.5
8,19200,19200,0.4496,28.204425525665282,5.875,0.25
9,21600,21600,0.4424,16.60432379245758,14.125,0.5
10,24000,24000,0.43520000000000003,15.829082274436951,16.875,0.375
11,26400,26400,0.428,28.243150544166564,10.375,0.5
12,28800,28800,0.4208,42.04234433174133,18.25,0.375
13,31200,31200,0.41359999999999997,17.009199929237365,3.75,0.125
14,33600,33600,0.4064,14.022002673149109,29.25,0.75
15,36000,36000,0.3992,61.7786208152771,8.5,0.25
16,38400,38400,0.392,48.41965842247009,5.375,0.25
17,40800,40800,0.3848,29.631150245666504,2.125,0.125
18,43200,43200,0.3776,15.844597148895264,19.0,0.5
19,45600,45600,0.3704,37.4607574224472,14.875,0.25
20,48000,48000,0.36319999999999997,50.656247997283934,4.625,0.25
21,50400,50400,0.356,45.343570709228516,28.875,0.5
22,52800,52800,0.3488,170.03829116821288,7.5,0.375
23,55200,55200,0.3416,189.9660945892334,17.375,0.125
24,57600,57600,0.33440000000000003,193.33611736297607,3.75,0.25
25,60000,60000,0.3272,308.81704177856443,0.0,0.0
26,62400,62400,0.31999999999999995,337.3039260864258,2.375,0.125
27,64800,64800,0.31279999999999997,285.14368591308596,6.25,0.25
28,67200,67200,0.3056,49.30806512832642,3.75,0.125
29,69600,69600,0.2984,44.64972658157349,20.375,0.375
30,72000,72000,0.2912,46.1711287021637,23.875,0.5
31,74400,74400,0.28400000000000003,29.166403198242186,28.75,0.5
32,76800,76800,0.2768,24.82391777038574,45.875,0.875
33,79200,79200,0.26959999999999995,17.015408086776734,0.0,0.0
34,81600,81600,0.26239999999999997,9.24933934211731,40.125,0.875
35,84000,84000,0.2552,17.104908537864684,12.5,0.25
36,86400,86400,0.24799999999999994,23.83760712146759,3.875,0.125
37,88800,88800,0.24080000000000001,13.861856758594513,24.25,0.625
38,91200,91200,0.23360000000000003,14.143635129928589,18.0,0.5
39,93600,93600,0.2264,11.661219573020935,24.5,0.75
40,96000,96000,0.2192,9.478090524673462,41.25,0.75
41,98400,98400,0.21199999999999997,19.553381967544556,9.125,0.375
42,100800,100800,0.20479999999999998,9.326771306991578,19.125,0.625
43,103200,103200,0.1976,11.928401327133178,45.25,0.75
44,105600,105600,0.1904,15.706492710113526,33.25,0.75
