phase,steps_in_phase,total_steps,mean_reward,success_rate,mean_steps_to_goal,mean_path_efficiency,return_std,n_episodes
finetune,0,0,9.233333333333333,0.1,153.33333333333334,0.835520074578672,31.389305595172477,30
finetune,16800,16800,26.233333333333334,0.4666666666666667,84.21428571428571,0.6929768350295917,33.645908019204676,30
finetune,33600,33600,77.76666666666667,0.7666666666666667,86.0,0.7379552080057791,90.57695654785088,30
finetune,50400,50400,56.93333333333333,0.6333333333333333,60.0,0.762965252601118,88.41981886328479,30
finetune,67200,67200,67.13333333333334,0.6333333333333333,68.3157894736842,0.7941273395399215,79.47358413153798,30
finetune,84000,84000,49.63333333333333,0.6,67.77777777777777,0.7007460800181149,66.34834058852245,30
finetune,100800,100800,34.93333333333333,0.4666666666666667,61.714285714285715,0.779297419468853,54.6505723434921,30
finetune,117600,117600,31.933333333333334,0.5333333333333333,71.6875,0.7397039720014404,48.08823308169619,30
finetune,134400,134400,57.06666666666667,0.8333333333333334,75.76,0.6827818851158238,83.25487801110322,30
finetune,151200,151200,62.46666666666667,0.7666666666666667,66.69565217391305,0.6943320227420012,84.16966991341556,30
finetune,168000,168000,54.86666666666667,0.8,66.08333333333333,0.6906146933228406,49.22484187350188,30
finetune,184800,184800,41.3,0.6,87.66666666666667,0.6636611804655527,68.69179040442546,30
finetune,201600,201600,50.766666666666666,0.5333333333333333,53.1875,0.7508479960192709,80.98475094150423,30
finetune,218400,218400,29.466666666666665,0.5333333333333333,74.0,0.6362008033855686,58.40980865510892,30
finetune,235200,235200,31.933333333333334,0.5666666666666667,69.23529411764706,0.674961660358165,48.29645045380438,30
finetune,252000,252000,19.2,0.4666666666666667,72.42857142857143,0.6573695385372857,32.09726597015111,30
finetune,268800,268800,52.4,0.8,53.416666666666664,0.7400024824194164,48.31905456942176,30
finetune,285600,285600,79.26666666666667,0.6666666666666666,72.7,0.7271971151364856,93.1931377277331,30
finetune,300000,300000,74.93333333333334,0.8333333333333334,63.36,0.6940432183125809,81.39004994398921,30
