episode,seed,ret,success,length,steps_to_goal,path_length,optimal_path,start,goal,path_efficiency
0,1000000,0.0,False,300,,3.0628746943834506,3.095682468513899,"(1.0938206944420876, 1.1084305835405575)","(-1.1457343702490923, -0.9784915915009608)",
1,1000001,244.0,True,300,57,0.996099100960261,0.815569415042095,"(0.8605997569441359, 1.1057251651621436)","(1.237816417321165, -0.09670526035437693)",0.8187633281225417
2,1000002,229.0,True,300,72,2.158775791564306,2.059329650158614,"(0.8359135992463929, 1.1736887974995112)","(0.1766902921978361, -1.1585889373779077)",0.9539340112139989
3,1000003,0.0,False,300,,0.36943767819142653,3.87974562783416,"(-0.9598456426023949, -0.7915939768646133)","(-0.9598625799245601, 1.0096244610355893)",
4,1000004,201.0,True,300,54,1.3585728174506806,1.2162277660168375,"(-0.7917247332805528, 0.8198842512640626)","(0.8346953727414063, 1.0258664000726552)",0.8952245697798156
5,1000005,277.0,True,300,24,0.5078936498851835,0.4814506779490629,"(-0.23241542450153935, -1.2014336018905007)","(-1.0454622785911933, -0.7743742410624596)",0.9479360060081506
6,1000006,211.0,True,300,90,3.228151908545768,2.86523232475967,"(-1.1865196335989603, 1.1706863397654685)","(1.0997990383079492, -0.7871924849505308)",0.8875766710899341
7,1000007,265.0,True,300,36,0.8898979284274736,0.8331138830084193,"(-0.030551318519921933, -1.0853470175863116)","(1.2350278120873528, -1.2228459924107467)",0.9361903836326525
8,1000008,272.0,True,300,29,0.5449806282991849,0.47500000000000014,"(0.22919028831684157, -0.978780669133515)","(1.1364836377412635, -1.0660573439834964)",0.8715906131974169
9,1000009,45.0,True,300,256,2.893615281971685,1.9742034597780158,"(1.217327525646871, -0.0688755632060411)","(-0.9682839665427542, -0.9377910309245894)",0.6822618998724703
10,1000010,273.0,True,300,28,0.48499979049121983,0.42905694150420953,"(0.8584736852588637, -0.9968432980483453)","(-0.0055025996658442655, -1.150090110875475)",0.8846538697875519
11,1000011,231.0,True,300,70,2.0311202145163145,1.6351862539117181,"(-0.7592416353990135, 0.9570179489076839)","(1.0758239637207863, 0.10741224428127782)",0.8050662103725441
12,1000012,275.0,True,300,26,0.42483294352273887,0.4048759228251127,"(0.9489201760756624, -1.0553439819456882)","(1.1935661960768802, -0.2406163518161245)",0.9530238391304087
13,1000013,0.0,False,300,,3.0674955583493864,3.091625527009689,"(1.0554037161104208, 1.1622096894297287)","(-1.0781456492369095, -1.0860057868597162)",
14,1000014,261.0,True,300,40,0.3948638190035041,0.24999999999999997,"(1.224635635577469, 0.760193369771347)","(1.147925776889568, 0.0680756157044109)",0.6331296714672696
15,1000015,268.0,True,300,33,0.578349398624326,0.5452847075210474,"(-0.9725083733849845, -0.9607257868674003)","(-0.009748253399239959, -0.7549766751993947)",0.9428292115770727
16,1000016,153.0,True,300,108,2.4091687632562317,2.238395196571477,"(-1.1727966717779492, -1.242221153220541)","(0.9364763689933231, 0.14355353307265117)",0.9291151498851673
17,1000017,264.0,True,300,37,0.64501784992164,0.6000000000000002,"(0.13217183237761515, 0.7612787328431239)","(1.1514724220080352, 0.8291942492773791)",0.9302068153197485
18,1000018,105.0,True,300,117,2.4065132833436786,2.3354866969255,"(-0.7789836384702132, -0.7500078160277028)","(0.8359879712703817, 0.7877127318758786)",0.9704856869439372
19,1000019,229.0,True,300,72,2.06422130822918,1.8767144629423402,"(-0.09347463811983076, 0.7687442939396321)","(0.8840994750280944, -0.996015294111607)",0.9091634000001216
20,1000020,235.0,True,300,66,1.960258215889067,1.8960357139169721,"(0.957021565837876, 0.8403232385934718)","(-0.053626490787756, -1.1533162415829064)",0.96723773355391
21,1000021,219.0,True,300,82,2.2071673981878246,2.107480037106538,"(-1.0920099191105077, -1.0479596860765703)","(1.109612802196493, 0.010429365241071908)",0.9548347075246155
22,1000022,206.0,True,300,95,2.225772787850648,2.0687612102800825,"(1.1303234849854376, 1.0934008202364405)","(-0.10218309813274767, -0.8960256703351812)",0.9294574996928657
23,1000023,0.0,False,300,,1.1895836904552437,2.832797715253761,"(0.10571894219860428, 0.8177355912335362)","(-0.8960589739141526, -1.1370952266754706)",
24,1000024,226.0,True,300,75,1.806853737185608,1.641227766016836,"(1.117756415850815, 1.1439159353762745)","(-0.9379632959449571, 0.9540394460031347)",0.9083345996634158
25,1000025,264.0,True,300,37,1.0462361209548157,1.0050917787211613,"(-0.16717286488974165, -0.9953637620071333)","(1.0500469609556422, -0.22735132223226806)",0.9606739421344913
26,1000026,238.0,True,300,63,1.88016214309889,1.7040569415042075,"(1.0681490916332572, 0.8023239819013355)","(-1.0597684340895965, 0.922936061695784)",0.9063350986822736
27,1000027,285.0,True,300,16,0.23211595746057395,0.17905694150420948,"(0.9925404832229593, -0.24398983740277141)","(1.1517841687991628, -0.8503876403944852)",0.7714115973031418
28,1000028,210.0,True,300,91,2.5076739454515375,1.8985157486116178,"(0.8942404732929252, 0.13363081788938336)","(-1.1408042861046577, 1.0446560197333312)",0.7570823759026482
29,1000029,242.0,True,300,59,1.5698464829918046,1.428398590529465,"(1.0497726414055228, -1.1449807279698316)","(-0.7876500410048815, -0.8911451121218853)",0.9098969905689319
30,1000030,239.0,True,300,54,1.1743144896656674,1.0579912177625654,"(-0.12111508120063519, 0.904708520206666)","(0.7757263883211754, -0.12024302267869652)",0.9009436799709252
31,1000031,195.0,True,300,106,2.8634597103436397,2.224038774053281,"(1.1595639445214367, -1.139432500713627)","(-0.1969547814181622, 0.9282279514688769)",0.7766963739770508
32,1000032,55.0,True,300,246,3.322380759202731,3.0158906757344113,"(1.127015191898848, 0.9377934621741972)","(-1.202106102787887, -0.9427688623446786)",0.9077498620170592
33,1000033,0.0,False,300,,2.30482657765304,2.8695111538007714,"(0.2382092218779729, 0.8804726047675387)","(-1.110256687954068, -0.7631361687818161)",
34,1000034,246.0,True,300,55,1.633904702285526,1.5581138830084174,"(-0.9343054138344531, -0.9356294915617984)","(1.0535262915187014, -1.0978259253583562)",0.9536136843408973
35,1000035,267.0,True,300,34,0.5103788903786891,0.4500000000000001,"(1.1508173939223743, -0.01713559225674488)","(1.085568192491471, -0.9085342543134849)",0.8816979081288231
36,1000036,0.0,False,300,,1.3455965082168462,4.425030335355206,"(-1.2420508318574908, -0.8800458536382145)","(-1.194808250893988, 1.0068844947590878)",
37,1000037,0.0,False,300,,2.5605671470403104,2.584828345950756,"(0.9280548547889936, -1.0268893052516816)","(-0.7565518922329351, 0.8364769636259789)",
38,1000038,141.0,True,300,131,3.1963057805546256,3.0679422289591733,"(-1.099000760750412, -0.8564670737783278)","(0.93786753697942, 1.1653022223159974)",0.9598400277043648
39,1000039,275.0,True,300,26,0.4819858396447181,0.4472135954999579,"(0.04242921454432569, 0.8118181357047414)","(-0.7531921064073427, 1.1914761385722317)",0.9278562951758261
40,1000040,0.0,False,300,,0.7215898344784122,1.929578270956174,"(0.16056901378171806, -1.2480919963299688)","(0.22582239227562423, 0.7760342264230129)",
41,1000041,274.0,True,300,27,0.4608540603607624,0.4312658056650537,"(0.7536758678282087, 0.10227430201681043)","(1.1934918380352553, 0.8551017493914017)",0.9357969100401402
42,1000042,253.0,True,300,48,0.6652548060270389,0.5290569415042096,"(0.863680742414508, 1.1242738835596315)","(-0.09846036753712106, 1.0701441636854137)",0.795269627082869
43,1000043,222.0,True,300,79,1.8639063635570015,1.7025334442632447,"(-0.9798879296490071, -1.1309143411407538)","(0.8419666733991373, -0.1633305088724164)",0.9134221962814701
44,1000044,244.0,True,300,57,1.7109878128528162,1.6283985905294642,"(-1.110557821847047, -1.2071364590562874)","(0.9443986848493842, -0.9623687068420197)",0.9517300931643419
45,1000045,292.0,True,300,9,0.10649589280589311,0.1,"(1.0726963432631704, 0.23924604646735848)","(1.0640344413491138, 0.7878579809705415)",0.9390033490048957
46,1000046,252.0,True,300,24,0.39245515737549697,0.39122776601683795,"(0.7872095128447305, -0.9967604025353909)","(0.943208907546812, -0.18275209427435113)",0.9968725309488425
47,1000047,258.0,True,300,43,0.7683961290332542,0.6883572314711708,"(-0.15732890712204894, 1.0262179304247099)","(-1.2478957355644622, 0.7738044655417053)",0.8958364123166743
48,1000048,83.0,True,300,218,3.042295046061902,2.7925748033215356,"(-0.8456534783543095, 0.9989679160198354)","(0.08865011135674389, -0.8892944427992356)",0.9179171517030813
49,1000049,236.0,True,300,65,1.9174622432228243,1.7494390718535588,"(-1.0546670218056766, 0.7713043058644282)","(0.8298303562848478, 0.11222652975086217)",0.9123721095614086
50,1000050,253.0,True,300,48,0.9826140233360273,0.8250000000000004,"(0.13506370973920157, 1.1186056696134634)","(-1.1315249684797557, 1.010403758474146)",0.8395972176329024
51,1000051,205.0,True,300,51,1.8621952598207254,1.8499999999999974,"(0.8273866226150823, -1.1315270489588427)","(0.9256943780726385, 1.1556758171212578)",0.993451137974703
52,1000052,157.0,True,300,57,1.625891105528705,1.520284707521046,"(-0.9994142129924646, 1.0690896845722366)","(0.9268718232174256, 0.8319793128108302)",0.9350470657914582
53,1000053,232.0,True,300,69,1.1668744432340301,1.0014653826607753,"(0.245340900327484, 1.1678863758895752)","(0.7931388226322461, -0.15373339144509646)",0.8582460507791925
54,1000054,257.0,True,300,44,1.3180238818733137,1.2708684447506529,"(-0.23375963357466756, -1.1386270674246695)","(1.068931602457236, -0.041693645737881146)",0.9642226231472842
55,1000055,199.0,True,300,102,3.3419872827315373,2.9922838779844314,"(-0.9457923069408332, 0.8407254863009592)","(1.0995420745328741, -1.2135399974350751)",0.8953606416894323
56,1000056,257.0,True,300,44,1.2694075397516973,1.2367980154909657,"(-0.24661273089825447, -1.149824406909157)","(1.1655585858551722, -0.24120997113311815)",0.9743112253239726
57,1000057,0.0,False,300,,2.5389976898354787,2.925983641729495,"(-0.9144046943522715, -1.2280061117358951)","(0.19237094119260179, 0.9899384903962225)",
58,1000058,172.0,True,300,129,3.287991091473958,2.6624920852049456,"(0.7817330737232291, -0.8230834974897787)","(-0.993080908455042, 1.1596623880439867)",0.8097625605218381
59,1000059,263.0,True,300,38,0.6605431468332503,0.6033985905294665,"(0.03935331779744122, 0.9821965880831802)","(1.0718500327645861, 1.184179416044281)",0.9134885335231409
60,1000060,0.0,False,300,,0.4768505315938716,4.20068868632995,"(-1.2109976372569573, 0.8976692051308042)","(-1.0351976799295977, -0.8729459849822427)",
61,1000061,242.0,True,300,59,2.0077369730247554,1.9196263565463012,"(-1.1783154176445025, -0.7529878735571698)","(1.137899477520484, -1.111500418170655)",0.9561144623711785
62,1000062,155.0,True,300,146,2.686353532256665,2.3152977162430592,"(-0.24520006608218414, 1.146750391110595)","(0.20662295647821266, -1.040377639702679)",0.8618737959996273
63,1000063,272.0,True,300,29,0.48114929454690053,0.408113883008419,"(1.0855981473805507, -0.9227191493372773)","(0.9907321702227488, -0.0780570161526562)",0.8482063418439403
64,1000064,244.0,True,300,57,1.2942463356474907,1.203658635108561,"(0.1168616003597594, -1.2426496024133669)","(1.0673981639377732, 0.10243931205234863)",0.930007373369452
65,1000065,205.0,True,300,96,2.4390853797891454,1.7981090771213954,"(0.932129041661542, -0.7517855851641767)","(-0.2374019585833626, 0.8411270936602462)",0.7372062872505262
66,1000066,214.0,True,300,37,0.7312445126239336,0.6750000000000003,"(0.9119459872264143, 0.02391390755389211)","(0.7882647616962521, 1.1282824728636491)",0.9230838499941552
67,1000067,207.0,True,300,94,1.4913560982996543,0.8166736668410923,"(1.0568151058615947, 0.20998703929555856)","(0.09108324523582212, 1.0171674986699206)",0.5476047389166208
68,1000068,144.0,True,300,122,2.9181731316239334,2.784169994976013,"(-0.9777151896576957, -0.9057374941329659)","(0.9747753244990218, 0.9909499491731264)",0.9540797853301634
69,1000069,135.0,True,300,32,0.5677793016035361,0.5494257790708821,"(-0.13488976759494675, 1.242235148957879)","(0.7928225600274637, 0.8637816217254164)",0.967674900298726
