episode,seed,ret,success,length,steps_to_goal,path_length,optimal_path,start,goal,path_efficiency
0,1000000,0.0,False,300,,2.741128210604203,3.095682468513899,"(1.0938206944420876, 1.1084305835405575)","(-1.1457343702490923, -0.9784915915009608)",
1,1000001,249.0,True,300,52,0.8360163543352283,0.815569415042095,"(0.8605997569441359, 1.1057251651621436)","(1.237816417321165, -0.09670526035437693)",0.9755424170985364
2,1000002,0.0,False,300,,2.2411638480412024,2.059329650158614,"(0.8359135992463929, 1.1736887974995112)","(0.1766902921978361, -1.1585889373779077)",
3,1000003,0.0,False,300,,1.059958187436205,3.87974562783416,"(-0.9598456426023949, -0.7915939768646133)","(-0.9598625799245601, 1.0096244610355893)",
4,1000004,242.0,True,300,59,1.300799305003272,1.2162277660168375,"(-0.7917247332805528, 0.8198842512640626)","(0.8346953727414063, 1.0258664000726552)",0.9349849445174621
5,1000005,138.0,True,300,89,0.7967372309904183,0.4814506779490629,"(-0.23241542450153935, -1.2014336018905007)","(-1.0454622785911933, -0.7743742410624596)",0.6042778713260017
6,1000006,156.0,True,300,145,3.0766026092893783,2.86523232475967,"(-1.1865196335989603, 1.1706863397654685)","(1.0997990383079492, -0.7871924849505308)",0.9312975020265846
7,1000007,258.0,True,300,43,0.8775786039526458,0.8331138830084193,"(-0.030551318519921933, -1.0853470175863116)","(1.2350278120873528, -1.2228459924107467)",0.9493324919910812
8,1000008,273.0,True,300,28,0.489772945255186,0.47500000000000014,"(0.22919028831684157, -0.978780669133515)","(1.1364836377412635, -1.0660573439834964)",0.9698371553629025
9,1000009,144.0,True,300,157,2.679767702048196,1.9742034597780158,"(1.217327525646871, -0.0688755632060411)","(-0.9682839665427542, -0.9377910309245894)",0.7367069385413876
10,1000010,165.0,True,300,64,0.6751131022381511,0.42905694150420953,"(0.8584736852588637, -0.9968432980483453)","(-0.0055025996658442655, -1.150090110875475)",0.6355334240763357
11,1000011,226.0,True,300,75,1.7795910548637441,1.6351862539117181,"(-0.7592416353990135, 0.9570179489076839)","(1.0758239637207863, 0.10741224428127782)",0.9188550647311033
12,1000012,277.0,True,300,24,0.4538967833959088,0.4048759228251127,"(0.9489201760756624, -1.0553439819456882)","(1.1935661960768802, -0.2406163518161245)",0.8919999824540772
13,1000013,0.0,False,300,,2.8823176221934084,3.091625527009689,"(1.0554037161104208, 1.1622096894297287)","(-1.0781456492369095, -1.0860057868597162)",
14,1000014,276.0,True,300,25,0.286952775797483,0.24999999999999997,"(1.224635635577469, 0.760193369771347)","(1.147925776889568, 0.0680756157044109)",0.8712234941976569
15,1000015,273.0,True,300,28,0.5891649946153276,0.5452847075210474,"(-0.9725083733849845, -0.9607257868674003)","(-0.009748253399239959, -0.7549766751993947)",0.925521224961897
16,1000016,231.0,True,300,70,2.328098963871827,2.238395196571477,"(-1.1727966717779492, -1.242221153220541)","(0.9364763689933231, 0.14355353307265117)",0.9614690918674844
17,1000017,266.0,True,300,35,0.6108978805073567,0.6000000000000002,"(0.13217183237761515, 0.7612787328431239)","(1.1514724220080352, 0.8291942492773791)",0.9821608801485681
18,1000018,211.0,True,300,90,2.5474903906216126,2.3354866969255,"(-0.7789836384702132, -0.7500078160277028)","(0.8359879712703817, 0.7877127318758786)",0.9167793941533252
19,1000019,195.0,True,300,106,1.975374508702507,1.8767144629423402,"(-0.09347463811983076, 0.7687442939396321)","(0.8840994750280944, -0.996015294111607)",0.9500550172508959
20,1000020,150.0,True,300,99,2.7289964430436178,1.8960357139169721,"(0.957021565837876, 0.8403232385934718)","(-0.053626490787756, -1.1533162415829064)",0.6947739777199364
21,1000021,232.0,True,300,69,2.1741861420378976,2.107480037106538,"(-1.0920099191105077, -1.0479596860765703)","(1.109612802196493, 0.010429365241071908)",0.969319046036769
22,1000022,123.0,True,300,137,2.993692008931808,2.0687612102800825,"(1.1303234849854376, 1.0934008202364405)","(-0.10218309813274767, -0.8960256703351812)",0.6910400950090541
23,1000023,0.0,False,300,,1.6326822166108592,2.832797715253761,"(0.10571894219860428, 0.8177355912335362)","(-0.8960589739141526, -1.1370952266754706)",
24,1000024,236.0,True,300,65,1.7406244587054034,1.641227766016836,"(1.117756415850815, 1.1439159353762745)","(-0.9379632959449571, 0.9540394460031347)",0.9428959577170977
25,1000025,261.0,True,300,40,1.0258641077564785,1.0050917787211613,"(-0.16717286488974165, -0.9953637620071333)","(1.0500469609556422, -0.22735132223226806)",0.9797513833671934
26,1000026,229.0,True,300,72,1.745191049440447,1.7040569415042075,"(1.0681490916332572, 0.8023239819013355)","(-1.0597684340895965, 0.922936061695784)",0.9764300258419111
27,1000027,289.0,True,300,12,0.1874902145204894,0.17905694150420948,"(0.9925404832229593, -0.24398983740277141)","(1.1517841687991628, -0.8503876403944852)",0.9550201964521284
28,1000028,219.0,True,300,82,2.0586103512123826,1.8985157486116178,"(0.8942404732929252, 0.13363081788938336)","(-1.1408042861046577, 1.0446560197333312)",0.9222317120350241
