round,steps,steps_this_call,eps,tb_loss,behaviour_return,behaviour_success
1,2400,2400,0.5,3568.360116481781,0.0,0.0
2,4800,4800,0.4928,612.3507372856141,9.875,0.25
3,7200,7200,0.4856,13.696799796819686,0.0,0.0
4,9600,9600,0.4784,13.08570350408554,11.25,0.25
5,12000,12000,0.4712,238.88602874279022,6.0,0.125
6,14400,14400,0.46399999999999997,26.41054710149765,5.125,0.25
7,16800,16800,0.4568,14.522135686874389,15.75,0.375
8,19200,19200,0.4496,9.829927396774291,7.375,0.25
9,21600,21600,0.4424,8.764101576805114,3.375,0.125
10,24000,24000,0.43520000000000003,8.792989647388458,2.125,0.125
11,26400,26400,0.428,12.094359731674194,7.375,0.25
12,28800,28800,0.4208,31.424326610565185,10.25,0.25
13,31200,31200,0.41359999999999997,31.132436800003052,21.875,0.25
14,33600,33600,0.4064,13.787359881401063,12.0,0.375
15,36000,36000,0.3992,8.982719719409943,13.375,0.5
16,38400,38400,0.392,9.643414390087127,24.25,0.625
17,40800,40800,0.3848,14.968566632270813,13.625,0.375
18,43200,43200,0.3776,20.428501987457274,3.625,0.25
19,45600,45600,0.3704,20.084294033050536,23.625,0.625
20,48000,48000,0.36319999999999997,13.458175778388977,19.125,0.625
21,50400,50400,0.356,17.12198567390442,15.0,0.25
22,52800,52800,0.3488,15.44292140007019,4.0,0.25
23,55200,55200,0.3416,23.012559509277345,8.625,0.375
24,57600,57600,0.33440000000000003,11.890280318260192,12.0,0.375
25,60000,60000,0.3272,12.27961757183075,25.75,0.625
26,62400,62400,0.31999999999999995,10.099254643917083,14.5,0.625
27,64800,64800,0.31279999999999997,15.623594081401825,23.375,0.75
28,67200,67200,0.3056,14.016765141487122,16.5,0.625
29,69600,69600,0.2984,19.256298422813416,12.875,0.25
30,72000,72000,0.2912,10.906218326091766,23.125,0.625
31,74400,74400,0.28400000000000003,14.975137758255006,5.125,0.25
32,76800,76800,0.2768,10.854014706611633,45.625,0.75
33,79200,79200,0.26959999999999995,15.609739589691163,26.375,0.75
34,81600,81600,0.26239999999999997,18.715324497222902,10.875,0.25
35,84000,84000,0.2552,9.47946662902832,24.875,0.5
36,86400,86400,0.24799999999999994,17.108403301239015,15.75,0.25
37,88800,88800,0.24080000000000001,17.295184016227722,27.375,0.375
38,91200,91200,0.23360000000000003,11.657356190681458,11.625,0.375
39,93600,93600,0.2264,12.878377223014832,25.875,0.5
40,96000,96000,0.2192,12.481070041656494,15.125,0.375
41,98400,98400,0.21199999999999997,14.902731823921204,25.625,0.625
42,100800,100800,0.20479999999999998,13.418983840942383,16.625,0.5
43,103200,103200,0.1976,20.21889250278473,18.0,0.5
44,105600,105600,0.1904,14.745200514793396,5.25,0.125
45,108000,108000,0.18320000000000003,22.215115666389465,14.875,0.5
46,110400,110400,0.176,9.766683888435363,28.5,0.5
47,112800,112800,0.1688,10.894283175468445,31.375,0.75
48,115200,115200,0.16159999999999997,9.672798705101012,10.375,0.375
49,117600,117600,0.15439999999999998,11.78311026096344,13.625,0.5
50,120000,120000,0.1472,9.6849689245224,19.875,0.5
51,122400,122400,0.13999999999999996,15.571692037582398,20.875,0.5
52,124800,124800,0.13280000000000003,13.866329741477966,20.375,0.625
53,127200,127200,0.1256,10.465676212310791,28.625,0.75
54,129600,129600,0.1184,9.830327486991882,35.25,0.625
55,132000,132000,0.11120000000000002,17.116986131668092,14.625,0.5
56,134400,134400,0.10399999999999998,8.223433947563171,35.625,0.875
57,136800,136800,0.0968,11.995604038238525,33.625,0.625
58,139200,139200,0.08959999999999996,26.470594120025634,27.5,0.5
59,141600,141600,0.08239999999999997,11.778530144691468,37.125,0.75
60,144000,144000,0.07519999999999999,15.522642564773559,10.0,0.125
61,146400,146400,0.068,12.143631589412688,32.125,0.375
62,148800,148800,0.06080000000000002,9.338686096668244,24.5,0.625
63,151200,151200,0.05359999999999998,15.341959714889526,13.125,0.5
64,153600,153600,0.04999999999999999,9.869344449043274,21.125,0.75
65,156000,156000,0.04999999999999999,12.68929055929184,26.125,0.625
66,158400,158400,0.04999999999999999,9.797718477249145,18.125,0.625
67,160800,160800,0.04999999999999999,12.904366374015808,30.75,0.375
68,163200,163200,0.04999999999999999,18.653883981704713,38.375,0.5
69,165600,165600,0.04999999999999999,15.571216177940368,12.625,0.25
70,168000,168000,0.04999999999999999,8.29540594816208,43.5,0.875
71,170400,170400,0.04999999999999999,13.369771432876586,21.0,0.625
72,172800,172800,0.04999999999999999,20.280773448944093,15.5,0.375
73,175200,175200,0.04999999999999999,14.302033376693725,15.125,0.5
74,177600,177600,0.04999999999999999,10.097702598571777,24.125,0.75
75,180000,180000,0.04999999999999999,8.236895513534545,31.75,0.625
76,182400,182400,0.04999999999999999,9.723067021369934,27.375,0.625
77,184800,184800,0.04999999999999999,15.578676295280456,34.5,0.5
78,187200,187200,0.04999999999999999,13.403536462783814,23.75,0.625
79,189600,189600,0.04999999999999999,11.751882791519165,34.5,0.75
80,192000,192000,0.04999999999999999,15.287591969966888,35.5,0.75
81,194400,194400,0.04999999999999999,15.239051055908202,48.125,0.75
82,196800,196800,0.04999999999999999,13.867285418510438,22.5,0.625
83,199200,199200,0.04999999999999999,25.642100429534914,22.0,0.625
84,201600,201600,0.04999999999999999,15.366130352020264,48.375,0.875
85,204000,204000,0.04999999999999999,10.78431339263916,38.875,0.625
86,206400,206400,0.04999999999999999,12.750837230682373,23.5,0.5
87,208800,208800,0.04999999999999999,13.986568593978882,46.375,0.625
88,211200,211200,0.04999999999999999,16.265139555931093,33.875,0.625
89,213600,213600,0.04999999999999999,20.08254270553589,30.125,0.5
90,216000,216000,0.04999999999999999,8.801272225379943,26.125,0.875
91,218400,218400,0.04999999999999999,13.621379017829895,31.0,0.625
92,220800,220800,0.04999999999999999,14.312709021568299,20.25,0.5
93,223200,223200,0.04999999999999999,18.059423971176148,16.375,0.5
94,225600,225600,0.04999999999999999,10.23248075246811,8.75,0.25
95,228000,228000,0.04999999999999999,18.544581723213195,23.125,0.5
96,230400,230400,0.04999999999999999,17.13736343383789,24.875,0.5
97,232800,232800,0.04999999999999999,13.752040791511536,11.75,0.375
98,235200,235200,0.04999999999999999,16.632396125793456,30.0,0.5
99,237600,237600,0.04999999999999999,11.661774349212646,40.25,0.75
100,240000,240000,0.04999999999999999,14.552437019348144,27.375,0.75
101,242400,242400,0.04999999999999999,25.145812034606934,27.125,0.625
102,244800,244800,0.04999999999999999,12.3911607503891,27.125,0.75
103,247200,247200,0.04999999999999999,13.213432383537292,0.0,0.0
104,249600,249600,0.04999999999999999,7.424374079704284,28.875,0.875
105,252000,252000,0.04999999999999999,9.853342163562775,21.25,0.5
106,254400,254400,0.04999999999999999,13.2033886551857,13.75,0.625
107,256800,256800,0.04999999999999999,14.919239521026611,11.75,0.375
108,259200,259200,0.04999999999999999,11.152599644660949,31.25,0.75
109,261600,261600,0.04999999999999999,20.490923047065735,19.375,0.625
110,264000,264000,0.04999999999999999,11.000238251686095,17.0,0.625
111,266400,266400,0.04999999999999999,12.74458909034729,20.75,0.5
112,268800,268800,0.04999999999999999,12.945282530784606,25.125,0.5
113,271200,271200,0.04999999999999999,9.269073057174683,22.75,0.625
114,273600,273600,0.04999999999999999,15.85710643529892,25.0,0.625
115,276000,276000,0.04999999999999999,15.058853459358215,49.5,0.625
116,278400,278400,0.04999999999999999,14.759354043006898,34.625,0.875
117,280800,280800,0.04999999999999999,16.22142090797424,29.875,0.5
118,283200,283200,0.04999999999999999,13.65801842212677,14.25,0.375
119,285600,285600,0.04999999999999999,14.250327801704406,22.75,0.625
120,288000,288000,0.04999999999999999,8.886438095569611,47.25,0.75
121,290400,290400,0.04999999999999999,9.92130000591278,34.5,0.75
122,292800,292800,0.04999999999999999,18.063169479370117,11.0,0.125
123,295200,295200,0.04999999999999999,10.403350138664246,43.625,1.0
124,297600,297600,0.04999999999999999,12.849215507507324,44.0,0.75
125,300000,300000,0.04999999999999999,15.101692533493042,43.0,0.75
