phase,steps_in_phase,total_steps,mean_reward,success_rate,mean_steps_to_goal,mean_path_efficiency,return_std,n_episodes
finetune,0,0,0.0,0.0,nan,nan,0.0,30
finetune,16800,16800,0.5666666666666667,0.03333333333333333,15.0,0.6560959324068675,3.1037611591959418,30
finetune,33600,33600,1.4666666666666666,0.13333333333333333,190.5,0.31855581249696396,4.1083038981482645,30
finetune,50400,50400,16.2,0.4,85.0,0.5553531569917336,37.53288213525989,30
finetune,67200,67200,33.166666666666664,0.5666666666666667,111.58823529411765,0.5520628819961689,46.74441388963025,30
finetune,84000,84000,32.93333333333333,0.5,81.93333333333334,0.704526615775876,50.00753966142011,30
finetune,100800,100800,24.533333333333335,0.6666666666666666,95.15,0.6288505912871917,43.78374232468056,30
finetune,117600,117600,23.633333333333333,0.7,95.42857142857143,0.50720120554464,27.10704620616176,30
finetune,134400,134400,41.9,0.8333333333333334,74.84,0.6942529829835681,44.11610856005727,30
finetune,151200,151200,19.966666666666665,0.43333333333333335,56.15384615384615,0.6817113151043919,45.67462385578907,30
finetune,168000,168000,35.96666666666667,0.5333333333333333,60.3125,0.7594096986242787,53.733366846343046,30
finetune,184800,184800,63.166666666666664,0.8333333333333334,88.8,0.6367652509895224,55.37961988719835,30
finetune,201600,201600,35.2,0.6666666666666666,62.2,0.6416633237079463,64.56987661067072,30
finetune,218400,218400,46.766666666666666,0.7,98.47619047619048,0.6858180309800136,74.72048296626998,30
finetune,235200,235200,53.4,0.7,88.61904761904762,0.6806465132546772,74.37769409782979,30
finetune,252000,252000,46.166666666666664,0.8,74.875,0.6874981839204818,67.9229194639464,30
finetune,268800,268800,13.633333333333333,0.23333333333333334,37.857142857142854,0.7561783811468867,45.88402421498053,30
finetune,285600,285600,55.766666666666666,0.8666666666666667,77.26923076923077,0.6466235980157223,60.76108290182375,30
finetune,300000,300000,62.86666666666667,0.9666666666666667,57.96551724137931,0.704958717687219,52.53224516056015,30
