phase,steps_in_phase,total_steps,mean_reward,success_rate,mean_steps_to_goal,mean_path_efficiency,return_std,n_episodes
finetune,0,0,58.96666666666667,0.9333333333333333,94.71428571428571,0.6722350161032161,51.15189235946235,30
finetune,15000,15000,41.7,0.7333333333333333,93.68181818181819,0.672400858028587,36.99780981402119,30
finetune,30000,30000,69.73333333333333,0.6333333333333333,76.57894736842105,0.6591556962367091,82.34910268268669,30
finetune,45000,45000,82.9,0.6,85.72222222222223,0.7052223609858859,92.04359911439272,30
finetune,60000,60000,74.03333333333333,0.6,84.38888888888889,0.6901815593013896,91.9559427242136,30
finetune,75000,75000,94.66666666666667,0.6666666666666666,85.6,0.6743919985548449,105.09842130555309,30
finetune,90000,90000,92.13333333333334,0.7,85.80952380952381,0.6653351500410728,99.1486982658678,30
finetune,105000,105000,94.6,0.8,93.375,0.670314454773251,91.96948519425644,30
finetune,120000,120000,98.7,0.8,107.83333333333333,0.6915462246655105,89.97016746946045,30
finetune,135000,135000,122.23333333333333,0.7666666666666667,86.0,0.7241551400480747,105.30438093298,30
finetune,150000,150000,128.26666666666668,0.8666666666666667,84.53846153846153,0.7201694736682825,95.81733099779093,30
finetune,165000,165000,142.7,0.8333333333333334,69.28,0.7602256048017482,96.43834907553008,30
finetune,180000,180000,171.03333333333333,0.9333333333333333,78.60714285714286,0.7535216480549568,90.8870019663801,30
finetune,195000,195000,163.5,0.8666666666666667,75.92307692307692,0.7861994737910065,97.5113609649736,30
finetune,210000,210000,169.2,0.9,74.37037037037037,0.8033945961986148,96.64167730903395,30
finetune,225000,225000,154.26666666666668,0.8333333333333334,80.92,0.8223887235881451,93.88435047635903,30
finetune,240000,240000,194.56666666666666,0.9666666666666667,80.20689655172414,0.8604585892596263,74.5222407594947,30
finetune,255000,255000,195.83333333333334,0.9333333333333333,71.21428571428571,0.8534708549463448,77.71170565238096,30
finetune,270000,270000,207.23333333333332,0.9333333333333333,76.5,0.8822140277932196,67.6724786587287,30
finetune,285000,285000,206.03333333333333,0.9333333333333333,77.57142857142857,0.88297958888858,67.30859622987826,30
finetune,300000,300000,212.56666666666666,0.9333333333333333,73.25,0.8949694104364119,67.32150516344139,30
finetune,300000,300000,213.56666666666666,0.9333333333333333,70.35714285714286,0.9137610177219421,68.67147343961548,30
